codigo_receita;orgao;uniorcam;receita_orcada;receita_realizada;recurso_vinculado;especificacao_receita;tipo_nivel;numero_nivel;caracteristica_peculiar_receita;previsao_atualizada;complemento_recurso_vinculado;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
4.1.3.2.1.00.1.1.01.03.20.00.000;02;0201;0,00;34,62;4505;"RENDIMENTOS ORGANIZACAO FARMACIA INVESTIMENTO RV4505";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.27.00.000;02;0201;0,00;13,83;4170;"REND ENFRENTAMENTO CORONAVIRUS RES CIB 75/2020 RV4170";A;08;000;13,83;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.29.00.000;02;0201;0,00;188,02;4505;"REND. SEG. ALIMENT. NUTRIC. SAUDE IMPLEMENTACAO RV4505";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.32.00.000;02;0201;0,00;281,03;4011;"REND. COVID-19 SAUDE MENTAL PORT.SES.506/2020 RV4011";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.33.00.000;02;0201;0,00;371,74;4511;"REND. COVID-19 SAUDE NA ESCOLA PORT MS/GM 1857/2020 RV4511";A;08;000;371,82;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.34.00.000;02;0201;0,00;220,21;4505;"REND ESTRUT./ADEQ. ASSIST. ODONT. APS RV4505 PORT GM/MS 3.473/2020";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.35.00.000;02;0201;0,00;1.949,12;4505;"REND. ESTRUT. ATENCAO BASICA EMENDA 28620016 PORT. MS/GM 961/2020 RV4505";A;08;000;344,69;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.36.00.000;02;0201;0,00;1.969,02;4011;"REND. COVID-19 PADU SRAG PORT.SES.256/2021 RV4011";A;08;000;0,00;3160;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.37.00.000;02;0201;0,00;291,75;4500;"REND. COVID-19 ATECAO BASICA PORT MS/GM 731/2021 RV4500";A;08;000;0,00;3160;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.38.00.000;02;0201;0,00;397,76;4500;"REND. COVID-19 ATECAO BASICA PORT MS/GM 894/2021 RV4500";A;08;000;0,00;3160;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.39.00.000;02;0201;0,00;1.627,21;4297;"REND. CUSTEIO EMENDA PORT 319 E 399/2021 RV4297";A;08;000;0,00;3110;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.40.00.000;02;0201;0,00;58,25;4011;"RENDIMENTOS PIAPS - SOCIODEMOGRAFICO";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.41.00.000;02;0201;0,00;38,53;4090;"RENDIMENTOS PIAPS - INCENTIVO APS";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.43.00.000;02;0201;0,00;25,38;4160;"RENDIMENTOS PIAPS - PRIMEIRA INFANCIA MELHOR PIM";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.44.00.000;02;0201;0,00;538,19;4050;"REND. PROGRAMA FARMACIA CUIDAR+ PORT SES/RS 649/2021 RV4050";A;08;000;268,35;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.45.00.000;02;0201;0,00;29,08;4090;"REND. COMBATE RACISMO RV4090";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.46.00.000;02;0201;0,00;222,79;4500;"REND. EMENDA INCREMENTO TEMPORARIO PARA CUSTEIO ATENCAO BASICA RV4500 PORT2684/2021";A;08;000;0,00;3110;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.47.00.000;02;0201;0,00;388,37;4011;"RENDIMENTOS PIAPS - REDE BEM CUIDAR (RBC) QUALIFICACAO APS";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.06.00.00.000;02;0201;0,00;0,11;1018;"REMUNERACAO DE DEPOSITOS  BANCARIOS DE RECURSOS VINCULADOS - CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - CIDE - PRINCIPAL";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.07.00.00.000;02;0201;0,00;583,86;0000;"REMUNERACAO DE DEPOSITOS  BANCARIOS DE RECURSOS VINCULADOS - FUNDO NACIONAL DE ASSISTENCIA SOCIAL - FNAS - PRINCIPAL";S;08;000;8,92;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.07.01.00.000;02;0201;0,00;150,24;1064;"RENDIMENTOS PSB PBFI FMAS RV1064";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.07.02.00.000;02;0201;0,00;39,20;1021;"RENDIMENTOS PSB SCFV FMAS RV1021";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.07.03.00.000;02;0201;0,00;273,69;1038;"RENDIMENTOS GBF IGD-BF RV1038";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.07.04.00.000;02;0201;0,00;50,44;1067;"RENDIMENTOS GSUAS IGD-SUAS FMAS RV1067";A;08;000;2,87;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.07.05.00.000;02;0201;0,00;60,53;1103;"RENDIMENTOS OASF/FEAS RV1103";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.07.06.00.000;02;0201;0,00;3,10;1068;"REND. COVID-19/SUAS PORT MC 369/2020 - EPI RV1068";A;08;000;3,10;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.07.07.00.000;02;0201;0,00;6,66;1069;"REND COVID-19/SUAS PORT MC 369/2020 - ALIM RV1069";A;08;000;2,95;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.08.00.00.000;02;0201;0,00;3.412,08;0000;"REMUNERACAO DE DEPOSITOS  BANCARIOS DE RECURSOS VINCULADOS - FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO - FNDE - PRINCIPAL";S;08;000;1.126,60;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.08.02.00.000;02;0201;0,00;9,34;1059;"RENDIMENTOS PNAE EJA RV1059";A;08;000;9,34;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.08.03.00.000;02;0201;0,00;1.761,38;1014;"RENDIMENTOS QSE RV1014";A;08;000;1.117,26;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.08.04.00.000;02;0201;0,00;189,88;1016;"RENDIMENTOS PNATE RV1016";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.08.05.00.000;02;0201;0,00;304,59;1001;"RENDIMENTOS PNAE FUNDAMENTAL RV1001";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.08.06.00.000;02;0201;0,00;352,45;1031;"RENDIMENTOS PNAE CRECHE RV1031";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.08.08.00.000;02;0201;0,00;248,97;1033;"RENDIMENTOS PNAE PRE-ESCOLA RV1033";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.08.09.00.000;02;0201;0,00;545,47;1003;"REND. EDUC. INF. NOVAS TURMAS RV1003";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.00.00.000;02;0201;0,00;5.662,47;0000;"REMUNERACAO DE OUTROS DEPOSITOS  BANCARIOS DE RECURSOS VINCULADOS - PRINCIPAL";S;08;000;474,18;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.01.00.000;02;0201;0,00;1.454,52;1005;"RENDIMENTOS FMDMA RV1005";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.02.00.000;02;0201;0,00;1.258,46;1017;"RENDIMENTOS PEATE RS RV1017";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.04.00.000;02;0201;0,00;0,04;1006;"REND. AUXILIO COVID-19 LEI ALDIR BLANC L14017/2020 RV1006";A;08;000;0,00;3160;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.05.00.000;02;0201;0,00;68,03;1004;"REND. EQUIP. CONSULTA POPULAR RS 2020 SEC. AGRIC.PESC.DESENV.RURAL RV1004";A;08;000;68,03;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.06.00.000;02;0201;0,00;543,69;1050;"RENDIMENTOS IR DOACAO FUNDICA RV1050";A;08;000;309,75;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.08.00.000;02;0201;0,00;163,58;1200;"RENDIMENTOS POUP. PAVIMENTACAO CONVENIO 829118/2016/SICONV PROPOSTA 6878/2016 RV1200";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.12.00.000;02;0201;0,00;8,73;1207;"REND. POUP. CONVENIO 877247/2018/SICONV PROP054169/2018SICONV RV1207";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.13.00.000;02;0201;0,00;266,65;1112;"REND. PIT FE - PROGRAMA DE INTEGRACAO TRIBUTARIA RV1112";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.15.00.000;02;0201;0,00;855,47;1203;"REND POUP PAV URB SICONV CONVENIO 847175/17 RV1203";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.16.00.000;02;0201;0,00;24,83;1206;"Rend. Poup. CONVENIO 876152/2018/SICONV PROP045635/2018SICONV RV1206";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.17.00.000;02;0201;0,00;96,40;4300;"Rendimentos NOTA FISCAL GAUCHA PROGRAMA SOLIDARIEDADE RV4300";A;08;000;96,40;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.22.00.000;02;0201;0,00;118,95;1209;"REND. APLIC. RECAPEAMENTO ASFALTICO CONV896694/2019SICONV RV1209";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.23.00.000;02;0201;0,00;622,24;1209;"REND. POUP. RECAPEAMENTO ASFALTICO CONV896694/2019SICONV RV1209";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.24.00.000;02;0201;0,00;180,88;1210;"REND. RECAPEAMENTO ASFALTICO SICONV903783/2020 RV1210";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.02.00.00.00.000;02;0201;109.494,73;225.109,48;0000;"REMUNERACAO DE DEPOSITOS DE RECURSOS NAO VINCULADOS - PRINCIPAL";S;07;000;124.394,73;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.02.99.00.00.000;02;0201;109.494,73;225.109,48;0000;"REMUNERACAO DE OUTROS DEPOSITOS  BANCARIOS DE RECURSOS NAO VINCULADOS - PRINCIPAL";S;08;000;124.394,73;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.02.99.01.00.000;02;0201;46.541,30;122.059,77;0001;"RENDIMENTOS PODER EXECUTIVO - BANCO DO BRASIL";A;08;000;61.441,30;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.02.99.02.00.000;02;0201;39.657,79;43.399,97;0001;"RENDIMENTOS PODER EXECUTIVO - BANRISUL";A;08;000;39.657,79;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.02.99.05.00.000;02;0201;7.452,66;18.048,13;0001;"RENDIMENTOS PODER LEGISLATIVO - BANRISUL";A;08;000;7.452,66;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.1.1.02.99.08.00.000;02;0201;15.842,98;41.601,61;0001;"RENDIMENTOS PODER EXECUTIVO - SICREDI";A;08;000;15.842,98;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.4.0.00.00.00.00.000;02;0201;1.216.563,08;1.429.532,25;0000;"REMUNERACAO DOS RECURSOS DO REGIME PROPRIO DE PREVIDENCIA SOCIAL - RPPS";S;06;000;1.216.563,08;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.4.1.00.00.00.00.000;12;1201;1.216.563,08;1.429.532,25;0000;"REMUNERACAO DOS RECURSOS DO REGIME PROPRIO DE PREVIDENCIA SOCIAL - RPPS - PRINCIPAL";S;06;000;1.216.563,08;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.4.1.01.00.00.00.000;12;1201;395.704,45;0,00;0050;"FPSM BB PREVID RF IMA-B TIT PUBL FI";A;07;000;395.704,45;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.4.1.02.00.00.00.000;12;1201;255.974,97;0,00;0050;".............FPSM BB RF IMAB 5+";A;07;000;255.974,97;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.4.1.06.00.00.00.000;12;1201;356.136,56;164.868,00;0050;"FPSM CEF CAIXA BRASIL 2024 III TP RF";A;07;000;356.136,56;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.4.1.07.00.00.00.000;12;1201;208.747,10;157.587,29;0050;"FPSM BB PREV RF IRF-M 1 TP";A;07;000;208.747,10;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.4.1.09.00.00.00.000;12;1201;0,00;306.419,33;0050;"FPSM CAIXA FI BRASIL IDKA IPCA 2A TP RF LP";A;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.4.1.10.00.00.00.000;12;1201;0,00;200.247,62;0050;"FPSM SICREDI  FI INSTITUCIONAL RF IRF-M LP";A;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.4.1.11.00.00.00.000;12;1201;0,00;57.335,64;0050;"FPSM SICREDI FIC INSTITUCIONAL RF IMA-B";A;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.4.1.12.00.00.00.000;12;1201;0,00;36.177,02;0050;"FPSM BB PREV RF ALOCACAO ATIVA";A;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.4.1.14.00.00.00.000;12;1201;0,00;225.476,51;0050;"FPSM BB PREVID RF IMA-B 5 LP";A;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.3.2.1.00.4.1.15.00.00.00.000;12;1201;0,00;222.766,67;0050;"FPSM BB PREV. RF IDKA2 TP";A;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
