codigo_receita;orgao;uniorcam;receita_orcada;receita_realizada;recurso_vinculado;especificacao_receita;tipo_nivel;numero_nivel;caracteristica_peculiar_receita;previsao_atualizada;complemento_recurso_vinculado;fonte_recurso_stn;acompanhamento_execucao_orcamentaria;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
4.1.3.2.1.00.1.1.01.03.35.00.000;02;0201;0,00;3,20;4505;"REND. ESTRUT. ATENCAO BASICA EMENDA 28620016 PORT. MS/GM 961/2020 RV4505";A;08;000;0,00;3110;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.06.00.00.000;02;0201;0,00;6,02;1018;"REMUNERACAO DE DEPOSITOS  BANCARIOS DE RECURSOS VINCULADOS - CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - CIDE - PRINCIPAL";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.07.00.00.000;02;0201;0,00;1.445,14;0000;"REMUNERACAO DE DEPOSITOS  BANCARIOS DE RECURSOS VINCULADOS - FUNDO NACIONAL DE ASSISTENCIA SOCIAL - FNAS - PRINCIPAL";S;08;000;104,74;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.07.01.00.000;02;0201;0,00;401,53;1064;"RENDIMENTOS PSB PBFI FMAS RV1064";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.07.02.00.000;02;0201;0,00;423,98;1021;"RENDIMENTOS PSB SCFV FMAS RV1021";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.07.03.00.000;02;0201;0,00;11,99;1038;"RENDIMENTOS GBF IGD-BF RV1038";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.07.04.00.000;02;0201;0,00;16,07;1067;"RENDIMENTOS GSUAS IGD-SUAS FMAS RV1067";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.07.05.00.000;02;0201;0,00;91,56;1103;"RENDIMENTOS OASF/FEAS RV1103";A;08;000;75,14;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.07.06.00.000;02;0201;0,00;0,00;1068;"REND. COVID-19/SUAS PORT MC 369/2020 - EPI RV1068";A;08;000;29,60;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.07.06.00.000;02;0201;0,00;37,15;1068;"REND. COVID-19/SUAS PORT MC 369/2020 - EPI RV1068";A;08;000;0,00;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.07.07.00.000;02;0201;0,00;462,86;1069;"REND COVID-19/SUAS PORT MC 369/2020 - ALIM RV1069";A;08;000;0,00;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.08.00.00.000;02;0201;0,00;617,96;0000;"REMUNERACAO DE DEPOSITOS  BANCARIOS DE RECURSOS VINCULADOS - FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO - FNDE - PRINCIPAL";S;08;000;91,89;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.08.02.00.000;02;0201;0,00;2,02;1059;"RENDIMENTOS PNAE EJA RV1059";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.08.03.00.000;02;0201;0,00;184,26;1014;"RENDIMENTOS QSE RV1014";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.08.04.00.000;02;0201;0,00;34,20;1016;"RENDIMENTOS PNATE RV1016";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.08.05.00.000;02;0201;0,00;257,05;1001;"RENDIMENTOS PNAE FUNDAMENTAL RV1001";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.08.06.00.000;02;0201;0,00;14,80;1031;"RENDIMENTOS PNAE CRECHE RV1031";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.08.07.00.000;02;0201;0,00;91,89;1070;"RENDIMENTOS PNAE MAIS EDUCACAO FUNDAMENTAL RV1070";A;08;000;91,89;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.08.08.00.000;02;0201;0,00;33,74;1033;"RENDIMENTOS PNAE PRE-ESCOLA RV1033";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.00.00.000;02;0201;0,00;8.407,98;0000;"REMUNERACAO DE OUTROS DEPOSITOS  BANCARIOS DE RECURSOS VINCULADOS - PRINCIPAL";S;08;000;2.139,12;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.01.00.000;02;0201;0,00;535,41;1005;"RENDIMENTOS FMDMA RV1005";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.02.00.000;02;0201;0,00;272,44;1017;"RENDIMENTOS PEATE RS RV1017";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.04.00.000;02;0201;0,00;8,96;1006;"REND. AUXILIO COVID-19 LEI ALDIR BLANC L14017/2020 RV1006";A;08;000;0,00;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.05.00.000;02;0201;0,00;154,56;1004;"REND. EQUIP. CONSULTA POPULAR RS 2020 SEC. AGRIC.PESC.DESENV.RURAL RV1004";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.06.00.000;02;0201;0,00;389,95;1050;"RENDIMENTOS IR DOACAO FUNDICA RV1050";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.07.00.000;02;0201;0,00;694,88;1022;"REND. POUP. QUADRA JOAO SAFFI RV1022";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.08.00.000;02;0201;0,00;746,33;1200;"RENDIMENTOS POUP. PAVIMENTACAO CONVENIO 829118/2016/SICONV PROPOSTA 6878/2016 RV1200";A;08;000;680,03;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.12.00.000;02;0201;0,00;667,55;1207;"REND. POUP. CONVENIO 877247/2018/SICONV PROP054169/2018SICONV RV1207";A;08;000;517,80;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.13.00.000;02;0201;0,00;18,71;1112;"REND. PIT FE - PROGRAMA DE INTEGRACAO TRIBUTARIA RV1112";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.14.00.000;02;0201;0,00;8,58;1203;"REND APLIC PAV URB SICONV CONVENIO 847175/17 RV1203";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.15.00.000;02;0201;0,00;998,86;1203;"REND POUP PAV URB SICONV CONVENIO 847175/17 RV1203";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.16.00.000;02;0201;0,00;988,56;1206;"Rend. Poup. CONVENIO 876152/2018/SICONV PROP045635/2018SICONV RV1206";A;08;000;615,93;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.17.00.000;02;0201;0,00;20,00;4300;"Rendimentos NOTA FISCAL GAUCHA PROGRAMA SOLIDARIEDADE RV4300";A;08;000;19,82;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.18.00.000;02;0201;0,00;2.544,93;1008;"RENDIMENTOS - CESSAO ONEROSA - PRE-SAL - LEI N. 13885/2019";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.19.00.000;02;0201;0,00;25,97;1011;"RENDIMENTOS LEILAO EDUCACAO RV1011";A;08;000;25,97;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.20.00.000;02;0201;0,00;125,68;4002;"RENDIMENTOS LEILAO SAUDE RV4002";A;08;000;122,96;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.21.00.000;02;0201;0,00;206,61;1010;"RENDIMENTOS LEILAO PROPRIO RV1010";A;08;000;156,61;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.02.00.00.00.000;02;0201;141.644,97;28.220,70;0000;"REMUNERACAO DE DEPOSITOS DE RECURSOS NAO VINCULADOS - PRINCIPAL";S;07;000;141.644,97;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.02.99.01.00.000;02;0201;57.624,20;4.985,11;0001;"RENDIMENTOS PODER EXECUTIVO - BANCO DO BRASIL";A;08;000;57.624,20;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.02.99.02.00.000;02;0201;57.394,42;8.506,96;0001;"RENDIMENTOS PODER EXECUTIVO - BANRISUL";A;08;000;57.394,42;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.02.99.05.00.000;02;0201;8.547,92;3.737,60;0001;"RENDIMENTOS PODER LEGISLATIVO - BANRISUL";A;08;000;8.547,92;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.02.99.08.00.000;02;0201;18.078,43;10.991,03;0001;"RENDIMENTOS PODER EXECUTIVO - SICREDI";A;08;000;18.078,43;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.4.0.00.00.00.00.000;02;0201;2.342.000,00;2.449.430,85;0000;"REMUNERACAO DOS RECURSOS DO REGIME PROPRIO DE PREVIDENCIA SOCIAL - RPPS";S;06;000;2.342.000,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.4.1.00.00.00.00.000;12;1201;2.342.000,00;2.449.430,85;0000;"REMUNERACAO DOS RECURSOS DO REGIME PROPRIO DE PREVIDENCIA SOCIAL - RPPS - PRINCIPAL";S;06;000;2.342.000,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.4.1.01.00.00.00.000;12;1201;594.250,00;401.325,84;0050;"FPSM BB PREVID RF IMA-B TIT PUBL FI";A;07;000;594.250,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.4.1.02.00.00.00.000;12;1201;480.250,00;164.546,83;0050;"FPSM BB RF IMAB 5+";A;07;000;480.250,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.4.1.03.00.00.00.000;12;1201;225.250,00;0,00;0050;"FPSM CEF NOVO BRASIL RF LP";A;07;000;225.250,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.4.1.04.00.00.00.000;12;1201;360.750,00;0,00;0050;"FPSM CEF FI BRASIL IRF-M 1 TIT PUB RF";A;07;000;360.750,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.4.1.06.00.00.00.000;12;1201;354.500,00;312.078,18;0050;"FPSM CEF CAIXA BRASIL 2024 III TP RF";A;07;000;354.500,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.4.1.07.00.00.00.000;12;1201;327.000,00;158.125,57;0050;"FPSM BB PREV RF IRF-M 1 TP";A;07;000;327.000,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.4.1.09.00.00.00.000;12;1201;0,00;378.843,77;0050;"FPSM CAIXA FI BRASIL IDKA IPCA 2A TP RF LP";A;07;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.4.1.10.00.00.00.000;12;1201;0,00;371.841,75;0050;"FPSM SICREDI  FI INSTITUCIONAL RF IRF-M LP";A;07;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.4.1.11.00.00.00.000;12;1201;0,00;166.581,74;0050;"FPSM SICREDI FIC INSTITUCIONAL RF IMA-B";A;07;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.4.1.12.00.00.00.000;12;1201;0,00;384.414,06;0050;"FPSM BB PREV RF ALOCACAO ATIVA";A;07;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.4.1.13.00.00.00.000;12;1201;0,00;81.057,65;0050;"FPSM BB PREVIDENCIARIO RF IRF-M 1+";A;07;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.4.1.14.00.00.00.000;12;1201;0,00;30.615,46;0050;"FPSM BB PREVID RF IMA-B 5 LP";A;07;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.6.0.0.00.0.0.00.00.00.00.000;02;0201;15.536,07;26.887,50;0000;"Receita de Servicos";S;02;000;15.536,07;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.6.1.0.00.0.0.00.00.00.00.000;02;0201;15.536,07;26.687,50;0000;"SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS";S;03;000;15.536,07;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.6.1.0.01.0.0.00.00.00.00.000;02;0201;15.536,07;26.687,50;0000;"SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS";S;05;000;15.536,07;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.6.1.0.01.1.0.00.00.00.00.000;02;0201;15.536,07;26.687,50;0000;"SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS";S;06;000;15.536,07;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.6.1.0.01.1.1.00.00.00.00.000;02;0201;15.536,07;26.687,50;0000;"SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS - PRINCIPAL";S;06;000;15.536,07;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.6.1.0.01.1.1.01.00.00.00.000;02;0201;15.536,07;26.687,50;0001;"SERVICOS DE MAQUINAS - PRINCIPAL";A;07;000;15.536,07;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.6.2.0.00.0.0.00.00.00.00.000;02;0201;0,00;200,00;0000;"SERVICOS E ATIVIDADES REFERENTES A NAVEGACAO E AO TRANSPORTE";S;03;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.6.2.0.02.0.0.00.00.00.00.000;02;0201;0,00;200,00;0000;"SERVICOS DE TRANSPORTE";S;05;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.6.2.0.02.1.0.00.00.00.00.000;02;0201;0,00;200,00;0000;"SERVICOS DE TRANSPORTE";S;06;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.6.2.0.02.1.1.00.00.00.00.000;02;0201;0,00;200,00;0000;"SERVICOS DE TRANSPORTE - PRINCIPAL";S;06;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.6.2.0.02.1.1.01.00.00.00.000;02;0201;0,00;200,00;0001;"TRANSPORTE COLETIVO - PRINCIPAL";A;07;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.7.0.0.00.0.0.00.00.00.00.000;02;0201;24.957.462,15;27.064.414,38;0000;"TRANSFERENCIAS CORRENTES";S;02;000;26.833.332,02;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.7.1.0.00.0.0.00.00.00.00.000;02;0201;10.700.165,92;12.434.065,87;0000;"TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES";S;03;000;11.793.834,12;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.7.1.8.00.0.0.00.00.00.00.000;02;0201;10.700.165,92;12.434.065,87;0000;"TRANSFERENCIAS DA UNIAO - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS";S;04;000;11.793.834,12;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.7.1.8.01.0.0.00.00.00.00.000;02;0201;9.357.023,64;8.467.437,39;0000;"PARTICIPACAO NA RECEITA DA UNIAO";S;05;000;9.357.023,64;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.7.1.8.01.2.0.00.00.00.00.000;02;0201;8.569.726,25;7.654.273,71;0000;"COTA-PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - COTA MENSAL";S;06;000;8.569.726,25;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.7.1.8.01.2.1.00.00.00.00.000;02;0201;8.569.726,25;7.654.273,71;0000;"COTA-PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - COTA MENSAL - PRINCIPAL";S;06;000;8.569.726,25;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
